Timestamp,Where do you currently reside? (Select one),What is your age group? (Select one),What is your current employment status? (Select one),  What is your primary source of income?  ,What is your monthly income range (in KES)? (Select one),Do you currently have access to financial advisory services? (Select one),How would you rate your financial literacy? (Linear scale: 1-5),What are your primary financial goals? (Select all that apply),What challenges do you face in achieving your financial goals? (Select all that apply),How often do you seek financial advice? (Select one),Which financial advisory services have you used before?  ,Would you consider using an AI-powered chatbot for financial advice? (Select one),Which chatbot features would be most useful to you? (Select all that apply),What would make you trust an AI-powered financial advisory chatbot? (Select all that apply),How comfortable are you with using digital platforms for financial planning? (Select one),What concerns would you have about using a financial chatbot?  ,What additional features or support would you like from a financial advisory chatbot? (Open-ended question),Any other comments or suggestions? (Open-ended question)
3/1/2025 23:08,Gambogi,25-40 years,Unemployed,Salary/Wages,"20,000-50,000",Yes,3,Managing debt,"Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),Insurance Companies,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Accuracy of information,Alternative method of how I should be breaking down my monthly budget,Grateful for this eye opening financial knowledge 
2/28/2025 23:32,Nairobi,25-40 years,Self-Employed,Family Support,"Less than 20,000",No,3,Retirement planning,Lack of financial knowledge,Rarely (Only when needed),None,Yes,"Personalized investment advice, Budgeting and expense tracking, Integration with my existing financial accounts",Strong data privacy and security policies,Very comfortable,"Ease of understanding responses, Trust in automated financial advice",Financial prediction options,Good feedback and advisory on improvement 
2/28/2025 12:54,Nairobi,25-40 years,Self-Employed,Salary/Wages,"100,001 and above",Yes,3,"Retirement planning, Investment opportunities",Limited access to financial advisors,Rarely (Only when needed),Banks/Financial Institutions,Yes,"Personalized investment advice, Budgeting and expense tracking, Integration with my existing financial accounts",Availability of expert human support if needed,Somewhat Comfortable,"Accuracy of information, Data privacy and security",I would love links to job opportunities for extra cash ,Flexible compensation for advisory services services 
3/1/2025 14:09,Kisii,41-60 years,Employed (Full-time),Salary/Wages,Prefer not to say,Yes,3,"Saving for education, Investment opportunities, Managing debt","Limited access to financial advisors, High cost of advisory services",Never,"Banks/Financial Institutions, Insurance Companies, Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts",Availability of expert human support if needed,Somewhat Comfortable,"Accuracy of information, Data privacy and security",Debt management ,You should be able to suggest real time job opportunities around me
2/25/2025 17:26,Nairobi,25-40 years,Self-Employed,Business/Entrepreneurship,"20,000-50,000",No,4,Saving for education,Limited access to financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Integration with my existing financial accounts",Accurate and reliable financial advice,Somewhat Comfortable,Data privacy and security,I would love links to job opportunities for extra cash ,No
2/26/2025 7:32,Nairobi,18-24 years,Employed (Part-time),Salary/Wages,"20,000-50,000",No,3,"Retirement planning, Investment opportunities, Managing debt",Lack of financial knowledge,Never,Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts",Accurate and reliable financial advice,Somewhat Comfortable,"Accuracy of information, Ease of understanding responses",None,More investment plans 
2/27/2025 9:26,Kericho ,18-24 years,Employed (Part-time),Salary/Wages,"20,000-50,000",Yes,2,Investment opportunities,"Lack of financial knowledge, Limited access to financial advisors, High cost of advisory services",Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips",Easy-to-use and intuitive interface,Very comfortable,"Data privacy and security, Ease of understanding responses",Testimonials,An advisory chatbot would come in handy in contemporary finance 
2/27/2025 15:09,Nairobi,41-60 years,Employed (Full-time),Salary/Wages,"20,000-50,000",Yes,3,Investment opportunities,Limited financial sources ,Frequently (Weekly or Monthly),Banks/Financial Institutions,Yes,Budgeting and expense tracking,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,Data privacy and security,Nine,"A crucial feature for the adoption of the financial advisory chatbot would be its seamless ability to escalate complex questions or sensitive topics to a qualified human advisor.  Users need assurance that they can easily connect with a financial expert when faced with intricate financial decisions or when the chatbot cannot provide adequate information.  This feature ensures that users feel supported and valued, fostering trust and confidence in the chatbot's assistance while allowing them to access personalized advice when necessary. Without this option, users may hesitate to fully engage with the chatbot, fearing potential information gaps or inadequate responses for significant financial matters."
3/1/2025 9:14,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"Less than 20,000",No,3,Investment opportunities,"Lack of financial knowledge, Lack of trust in financial advisors",Rarely (Only when needed),Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface",Somewhat Comfortable,Data privacy and security,Data protection policy ,None
2/26/2025 12:03,Eldoret ,25-40 years,Employed (Part-time),Business/Entrepreneurship,"Less than 20,000",Yes,4,"Retirement planning, Investment opportunities",Limited access to financial advisors,Rarely (Only when needed),Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips","Strong data privacy and security policies, Accurate and reliable financial advice",Very comfortable,Accuracy of information,On saving and how to get capital for business,"This is a great survey, I'm optimistic it will be helpful in developing on the development of the financial advice bot "
2/28/2025 15:10,Nandi,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",No,3,"Saving for education, Retirement planning, Investment opportunities",Limited financial sources ,Rarely (Only when needed),Banks/Financial Institutions,Yes,"Personalized investment advice, Real-time financial tips, Integration with my existing financial accounts","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface",Very comfortable,"Accuracy of information, Data privacy and security",Debt management ,Good luck. 
2/27/2025 21:44,Narok,25-40 years,Employed (Full-time),Salary/Wages,"20,000-50,000",Yes,3,Investment opportunities,"Limited access to financial advisors, Lack of trust in financial advisors",Rarely (Only when needed),None,Yes,"Budgeting and expense tracking, Multilingual support","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,"Data privacy and security, Trust in automated financial advice",Livestock farming business,None 
2/25/2025 11:31,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"50,001-100,000",Yes,4,"Buying a home, Retirement planning, Investment opportunities",Limited access to financial advisors,Rarely (Only when needed),"Banks/Financial Institutions, Insurance Companies, Investment Firms, Mobile Money Services (e.g., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",Yes,Budgeting and expense tracking,Easy-to-use and intuitive interface,Very comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",Support on financial issues ,None 
2/25/2025 18:44,Nairobi,25-40 years,Unemployed,Salary/Wages,Prefer not to say,No,2,"Retirement planning, Investment opportunities, Managing debt",Lack of trust in financial advisors,Never,Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking",Availability of expert human support if needed,Somewhat Comfortable,Trust in automated financial advice,None,None
2/27/2025 20:25,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"Less than 20,000",No,5,Investment opportunities,Limited access to financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa)",Yes,Real-time financial tips,Strong data privacy and security policies,Somewhat Comfortable,"Accuracy of information, Trust in automated financial advice",None,Non as of now
2/25/2025 17:40,Vihiga ,25-40 years,Student,Commission ,"20,000-50,000",No,4,"Saving for education, Buying a home",Limited access to financial advisors,Frequently (Weekly or Monthly),"Banks/Financial Institutions, Investment Firms, Online Financial Platforms",Yes,Multilingual support,Availability of expert human support if needed,Very comfortable,Accuracy of information,Nil,How to avoid many loans as a way of getting capital
2/27/2025 15:22,Nairobi,25-40 years,Employed (Full-time),Business/Entrepreneurship,Prefer not to say,Yes,3,Investment opportunities,Lack of financial knowledge,Rarely (Only when needed),Family/Friends/Informal Groups,Yes,Multilingual support,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Somewhat Comfortable,"Data privacy and security, Ease of understanding responses",Data security ,Make it as simple as possible 
2/27/2025 23:35,Kisumu,25-40 years,Employed (Full-time),Business/Entrepreneurship,"20,000-50,000",No,4,Investment opportunities,Limited access to financial advisors,Frequently (Weekly or Monthly),None,Yes,Personalized investment advice,"Accurate and reliable financial advice, Easy-to-use and intuitive interface",Very comfortable,Ease of understanding responses,Nine,Good luck. 
3/5/2025 11:57,Eldoret ,25-40 years,Self-Employed,Salary/Wages,"Less than 20,000",Yes,5,"Investment opportunities, Managing debt","Limited access to financial advisors, Lack of trust in financial advisors",Frequently (Weekly or Monthly),"Banks/Financial Institutions, Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips",Accurate and reliable financial advice,Very comfortable,Accuracy of information,Calculator ,None 
